260.34,1600,14,40,0.733
432.69,1920,5,40,0.763
645.79,1280,14,30,0.765
760.69,1280,9,30,0.781
898.12,1600,14,30,0.782
1046.52,1600,9,30,0.792
1308.28,1920,14,30,0.805
1502.61,1920,9,30,0.825
2109.46,1920,2,30,0.846
6316.90,1920,9,20,0.865
8525.14,1920,5,20,0.881
11654.82,1920,2,20,0.898
