960,2,40,1,0
960,2,40,2,0
960,2,40,3,17135
960,2,40,4,0
960,2,40,5,0
960,2,40,6,1103
960,2,40,7,0
960,2,40,8,0
960,2,40,9,1629
960,2,40,10,0
960,2,40,11,0
960,2,40,12,2308
960,2,40,13,0
960,2,40,14,0
960,2,40,15,1851
960,2,40,16,0
960,2,40,17,0
960,2,40,18,3166
960,2,40,19,0
960,2,40,20,0
960,2,40,21,2869
960,2,40,22,0
960,2,40,23,0
960,2,40,24,2553
960,2,40,25,0
960,2,40,26,0
960,2,40,27,2517
960,2,40,28,0
960,2,40,29,0
960,2,40,30,3151
960,2,40,31,0
960,2,40,32,0
960,2,40,33,2811
960,2,40,34,0
960,2,40,35,0
960,2,40,36,3660
960,2,40,37,0
960,2,40,38,0
960,2,40,39,3239
960,2,40,40,0
960,2,40,41,0
960,2,40,42,3389
960,2,40,43,0
960,2,40,44,0
960,2,40,45,4012
960,2,40,46,0
960,2,40,47,0
960,2,40,48,3133
960,2,40,49,0
960,2,40,50,0
960,2,40,51,2732
960,2,40,52,0
960,2,40,53,0
960,2,40,54,3204
960,2,40,55,0
960,2,40,56,0
960,2,40,57,2927
960,2,40,58,0
960,2,40,59,0
960,2,40,60,2942
960,2,40,61,0
960,2,40,62,0
960,2,40,63,2881
960,2,40,64,0
960,2,40,65,0
960,2,40,66,2970
960,2,40,67,0
960,2,40,68,0
960,2,40,69,3238
960,2,40,70,0
960,2,40,71,0
960,2,40,72,3322
960,2,40,73,0
960,2,40,74,0
960,2,40,75,3407
960,2,40,76,0
960,2,40,77,0
960,2,40,78,3252
960,2,40,79,0
960,2,40,80,0
960,2,40,81,2957
960,2,40,82,0
960,2,40,83,0
960,2,40,84,3768
960,2,40,85,0
960,2,40,86,0
960,2,40,87,4123
960,2,40,88,0
960,2,40,89,0
960,2,40,90,4132
960,2,40,91,0
960,2,40,92,0
960,2,40,93,4420
960,2,40,94,0
960,2,40,95,0
960,2,40,96,4609
960,2,40,97,0
960,2,40,98,0
960,2,40,99,4709
960,2,40,100,0
960,2,40,101,0
960,2,40,102,6177
960,2,40,103,0
960,2,40,104,0
960,2,40,105,5005
960,2,40,106,0
960,2,40,107,0
960,2,40,108,4945
960,2,40,109,0
960,2,40,110,0
960,2,40,111,5845
960,2,40,112,0
960,2,40,113,0
960,2,40,114,4618
960,2,40,115,0
960,2,40,116,0
960,2,40,117,4321
960,2,40,118,0
960,2,40,119,0
960,2,40,120,4852
960,2,40,121,0
960,2,40,122,0
960,2,40,123,7390
960,2,40,124,0
960,2,40,125,0
960,2,40,126,4918
960,2,40,127,0
960,2,40,128,0
960,2,40,129,4662
960,2,40,130,0
960,2,40,131,0
960,2,40,132,5555
960,2,40,133,0
960,2,40,134,0
960,2,40,135,4186
960,2,40,136,0
960,2,40,137,0
960,2,40,138,7088
960,2,40,139,0
960,2,40,140,0
960,2,40,141,6196
960,2,40,142,0
960,2,40,143,0
960,2,40,144,5811
960,2,40,145,0
960,2,40,146,0
960,2,40,147,6430
960,2,40,148,0
960,2,40,149,0
960,2,40,150,6514
960,2,40,151,0
960,2,40,152,0
960,2,40,153,7207
960,2,40,154,0
960,2,40,155,0
960,2,40,156,5500
960,2,40,157,0
960,2,40,158,0
960,2,40,159,3640
960,2,40,160,0
960,2,40,161,0
960,2,40,162,4179
960,2,40,163,0
960,2,40,164,0
960,2,40,165,4348
960,2,40,166,0
960,2,40,167,0
960,2,40,168,4616
960,2,40,169,0
960,2,40,170,0
960,2,40,171,4169
960,2,40,172,0
960,2,40,173,0
960,2,40,174,3807
960,2,40,175,0
960,2,40,176,0
960,2,40,177,3658
960,2,40,178,0
960,2,40,179,0
960,2,40,180,3770
960,2,40,181,0
960,2,40,182,0
960,2,40,183,5369
960,2,40,184,0
960,2,40,185,0
960,2,40,186,5041
960,2,40,187,0
960,2,40,188,0
960,2,40,189,4849
960,2,40,190,0
960,2,40,191,0
960,2,40,192,4751
960,2,40,193,0
960,2,40,194,0
960,2,40,195,5554
960,2,40,196,0
960,2,40,197,0
960,2,40,198,4589
960,2,40,199,0
960,2,40,200,0
960,2,40,201,3928
960,2,40,202,0
960,2,40,203,0
960,2,40,204,4231
960,2,40,205,0
960,2,40,206,0
960,2,40,207,4782
960,2,40,208,0
960,2,40,209,0
960,2,40,210,4887
960,2,40,211,0
960,2,40,212,0
960,2,40,213,4853
960,2,40,214,0
960,2,40,215,0
960,2,40,216,3507
960,2,40,217,0
960,2,40,218,0
960,2,40,219,3500
960,2,40,220,0
960,2,40,221,0
960,2,40,222,3351
960,2,40,223,0
960,2,40,224,0
960,2,40,225,3690
960,2,40,226,0
960,2,40,227,0
960,2,40,228,3405
960,2,40,229,0
960,2,40,230,0
960,2,40,231,2221
960,2,40,232,0
960,2,40,233,0
960,2,40,234,3990
960,2,40,235,0
960,2,40,236,0
960,2,40,237,3594
960,2,40,238,0
960,2,40,239,0
960,2,40,240,2069
960,2,40,241,0
960,2,40,242,0
960,2,40,243,2667
960,2,40,244,0
960,2,40,245,0
960,2,40,246,2681
960,2,40,247,0
960,2,40,248,0
960,2,40,249,2506
960,2,40,250,0
960,2,40,251,0
960,2,40,252,2457
960,2,40,253,0
960,2,40,254,0
960,2,40,255,2391
960,2,40,256,0
960,2,40,257,0
960,2,40,258,2506
960,2,40,259,0
960,2,40,260,0
960,2,40,261,1865
960,2,40,262,0
960,2,40,263,0
960,2,40,264,2709
960,2,40,265,0
960,2,40,266,0
960,2,40,267,3227
960,2,40,268,0
960,2,40,269,0
960,2,40,270,3904
960,2,40,271,0
960,2,40,272,0
960,2,40,273,3071
960,2,40,274,0
960,2,40,275,0
960,2,40,276,3324
960,2,40,277,0
960,2,40,278,0
960,2,40,279,3666
960,2,40,280,0
960,2,40,281,0
960,2,40,282,3303
960,2,40,283,0
960,2,40,284,0
960,2,40,285,4157
960,2,40,286,0
960,2,40,287,0
960,2,40,288,4228
960,2,40,289,0
960,2,40,290,0
960,2,40,291,3994
960,2,40,292,0
960,2,40,293,0
960,2,40,294,3521
960,2,40,295,0
960,2,40,296,0
960,2,40,297,4056
960,2,40,298,0
960,2,40,299,0
960,2,40,300,3546
960,2,40,301,0
960,2,40,302,0
960,2,40,303,9948
960,2,40,304,0
960,2,40,305,0
960,2,40,306,1753
960,2,40,307,0
960,2,40,308,0
960,2,40,309,2166
960,2,40,310,0
960,2,40,311,0
960,2,40,312,1913
960,2,40,313,0
960,2,40,314,0
960,2,40,315,2905
960,2,40,316,0
960,2,40,317,0
960,2,40,318,2720
960,2,40,319,0
960,2,40,320,0
960,2,40,321,2390
960,2,40,322,0
960,2,40,323,0
960,2,40,324,2609
960,2,40,325,0
960,2,40,326,0
960,2,40,327,3802
960,2,40,328,0
960,2,40,329,0
960,2,40,330,2551
960,2,40,331,0
960,2,40,332,0
960,2,40,333,3502
960,2,40,334,0
960,2,40,335,0
960,2,40,336,2288
960,2,40,337,0
960,2,40,338,0
960,2,40,339,2674
960,2,40,340,0
960,2,40,341,0
960,2,40,342,3599
960,2,40,343,0
960,2,40,344,0
960,2,40,345,3524
960,2,40,346,0
960,2,40,347,0
960,2,40,348,2942
960,2,40,349,0
960,2,40,350,0
960,2,40,351,2719
960,2,40,352,0
960,2,40,353,0
960,2,40,354,3399
960,2,40,355,0
960,2,40,356,0
960,2,40,357,4536
960,2,40,358,0
960,2,40,359,0
960,2,40,360,3353
960,2,40,361,0
960,2,40,362,0
960,2,40,363,3490
960,2,40,364,0
960,2,40,365,0
960,2,40,366,3348
960,2,40,367,0
960,2,40,368,0
960,2,40,369,3011
960,2,40,370,0
960,2,40,371,0
960,2,40,372,3563
960,2,40,373,0
960,2,40,374,0
960,2,40,375,2679
960,2,40,376,0
960,2,40,377,0
960,2,40,378,2492
960,2,40,379,0
960,2,40,380,0
960,2,40,381,3679
960,2,40,382,0
960,2,40,383,0
960,2,40,384,3876
960,2,40,385,0
960,2,40,386,0
960,2,40,387,3446
960,2,40,388,0
960,2,40,389,0
960,2,40,390,3030
960,2,40,391,0
960,2,40,392,0
960,2,40,393,2846
960,2,40,394,0
960,2,40,395,0
960,2,40,396,2002
960,2,40,397,0
960,2,40,398,0
960,2,40,399,3381
960,2,40,400,0
960,2,40,401,0
960,2,40,402,2391
960,2,40,403,0
960,2,40,404,0
960,2,40,405,2687
960,2,40,406,0
960,2,40,407,0
960,2,40,408,2440
960,2,40,409,0
960,2,40,410,0
960,2,40,411,2710
960,2,40,412,0
960,2,40,413,0
960,2,40,414,2773
960,2,40,415,0
960,2,40,416,0
960,2,40,417,2822
960,2,40,418,0
960,2,40,419,0
960,2,40,420,3430
960,2,40,421,0
960,2,40,422,0
960,2,40,423,1945
960,2,40,424,0
960,2,40,425,0
960,2,40,426,2796
960,2,40,427,0
960,2,40,428,0
960,2,40,429,2328
960,2,40,430,0
960,2,40,431,0
960,2,40,432,2399
960,2,40,433,0
960,2,40,434,0
960,2,40,435,2670
960,2,40,436,0
960,2,40,437,0
960,2,40,438,2013
960,2,40,439,0
960,2,40,440,0
960,2,40,441,1975
960,2,40,442,0
960,2,40,443,0
960,2,40,444,1996
960,2,40,445,0
960,2,40,446,0
960,2,40,447,2145
960,2,40,448,0
960,2,40,449,0
960,2,40,450,1935
960,2,40,451,0
960,2,40,452,0
960,2,40,453,2345
960,2,40,454,0
960,2,40,455,0
960,2,40,456,1754
960,2,40,457,0
960,2,40,458,0
960,2,40,459,2330
960,2,40,460,0
960,2,40,461,0
960,2,40,462,2194
960,2,40,463,0
960,2,40,464,0
960,2,40,465,2110
960,2,40,466,0
960,2,40,467,0
960,2,40,468,1916
960,2,40,469,0
960,2,40,470,0
960,2,40,471,2195
960,2,40,472,0
960,2,40,473,0
960,2,40,474,2440
960,2,40,475,0
960,2,40,476,0
960,2,40,477,3619
960,2,40,478,0
960,2,40,479,0
960,2,40,480,3661
960,2,40,481,0
960,2,40,482,0
960,2,40,483,3879
960,2,40,484,0
960,2,40,485,0
960,2,40,486,3715
960,2,40,487,0
960,2,40,488,0
960,2,40,489,2735
960,2,40,490,0
960,2,40,491,0
960,2,40,492,4314
960,2,40,493,0
960,2,40,494,0
960,2,40,495,3664
960,2,40,496,0
960,2,40,497,0
960,2,40,498,4159
960,2,40,499,0
960,2,40,500,0
960,2,40,501,4944
960,2,40,502,0
960,2,40,503,0
960,2,40,504,5138
960,2,40,505,0
960,2,40,506,0
960,2,40,507,4039
960,2,40,508,0
960,2,40,509,0
960,2,40,510,3031
960,2,40,511,0
960,2,40,512,0
960,2,40,513,3040
960,2,40,514,0
960,2,40,515,0
960,2,40,516,3590
960,2,40,517,0
960,2,40,518,0
960,2,40,519,5586
960,2,40,520,0
960,2,40,521,0
960,2,40,522,5153
960,2,40,523,0
960,2,40,524,0
960,2,40,525,4042
960,2,40,526,0
960,2,40,527,0
960,2,40,528,4068
960,2,40,529,0
960,2,40,530,0
960,2,40,531,3378
960,2,40,532,0
960,2,40,533,0
960,2,40,534,3089
960,2,40,535,0
960,2,40,536,0
960,2,40,537,4669
960,2,40,538,0
960,2,40,539,0
960,2,40,540,4128
960,2,40,541,0
960,2,40,542,0
960,2,40,543,4261
960,2,40,544,0
960,2,40,545,0
960,2,40,546,3944
960,2,40,547,0
960,2,40,548,0
960,2,40,549,3716
960,2,40,550,0
960,2,40,551,0
960,2,40,552,2855
960,2,40,553,0
960,2,40,554,0
960,2,40,555,2828
960,2,40,556,0
960,2,40,557,0
960,2,40,558,3510
960,2,40,559,0
960,2,40,560,0
960,2,40,561,4881
960,2,40,562,0
960,2,40,563,0
